"grid","q10","q15","q20","q25","q30","q35","q40","q45","q50","q55","q60","q65","q70","q75","q80","q85","q90"
5800,48.0233664161493,44.3348389474206,27.6036521683697,18.9513918026257,7.4467479616815,1.35590810260382,0.367376643195659,3.19059161579247,7.3707864195158,9.5997918974362,20.771239771995,24.2649760897252,31.4083192478335,16.2467665279283,28.4715964984125,17.010800269945,9.09654392374929
5900,42.9908009860392,46.5982570150801,35.5373633826427,20.6154863240359,9.15265399349613,2.03674902325369,0.406371281599496,1.517047833757,6.23678157798057,9.76734114656515,18.9101884183285,23.7767311354575,30.6419082287695,22.6612669906474,17.7260171200232,19.3315804230735,7.7129369878463
6000,45.5391105060213,51.5805305395198,40.6845507935794,21.2237924676875,10.7589152767996,1.86859927293415,0.308238562875625,2.37873869698758,6.10776146170923,8.4352169730291,18.9351320963099,20.38709725839,30.362385284346,29.7742137712789,27.9267394725566,15.36285468389,6.92776282894721
6100,47.6459028635027,52.665258547052,35.8132622035606,24.5474525140259,12.0025844832755,2.65234357254597,0.0193979302457277,2.5421597477929,4.81855650814137,8.04764995418711,15.3969467937836,22.8428527267127,22.9197061711788,28.5827126500451,22.9011824935685,15.1747863721284,11.2168723989689
6200,54.874276631661,62.1745315160925,37.437720189608,29.078829654478,12.6850074000182,3.87610765800362,0.00552686523495043,1.54824778049434,4.91926269934425,6.46721925344404,10.4986200968989,19.2916899535284,27.2407787537093,29.7229345378589,10.5314152434045,12.6818526199006,11.8889146055123
6300,56.6290272211579,60.7772958710911,41.3425746369714,30.695070842953,14.1353462499934,3.84074432297752,0.0828992043947733,1.07506243504967,2.9926454999183,7.86069011499636,15.6022479368601,19.0235645726958,28.614446105402,21.0275546975768,19.2373703888602,14.1954145350874,8.01371855176762
6400,60.6809606588175,66.5926252760161,41.6894949541524,32.6892514288299,15.626729363134,4.40223108305689,0.266467792882477,0.666550078174575,3.02362164887845,4.95945840861532,14.3453484842847,19.0761077311848,28.0560867358835,19.9504772359737,19.4057993750199,12.9301284662981,8.11290368069727
6500,66.8217967972142,73.776316099566,44.7147974934518,34.9002222455215,18.5283180687574,6.51394641219072,0.219087072301265,0.586827912365924,3.92049640084071,5.64389936603589,9.25367874553442,14.7048946114293,27.8284727965317,21.0818782735982,19.0291725291951,12.7998385370124,7.59888264529723
6600,68.1577470014397,75.2319815690897,46.8322983041062,40.2384787768426,19.5644715713517,6.85622181377626,0.42403737947937,0.34504745602591,1.98815038051491,6.02622427016128,12.3399376177164,15.3798637744888,23.6071659075466,23.7455944094908,20.202700293055,13.3441705642185,6.93653956481149
6700,71.1746523019784,74.775860019334,58.0435123759709,42.4098120706271,18.5921479856768,7.6062206213574,0.700374261714237,0.281783340669485,1.84834606156154,2.98966311256914,3.01402053995783,14.6544814527852,18.5047865084947,24.1178138029495,18.7178989419258,11.3055813108867,6.85347851913967
6800,69.4119454454431,76.7886401320033,53.1061389722133,42.4736462759336,21.381533885699,8.13817252067665,1.01715839396109,0.0156906035126674,1.81080866423699,3.90809588121154,6.93619583738569,15.1719805551106,22.5547698640537,20.9541371769255,19.6415008139603,9.15617417751361,8.58864087867236
6900,78.3053260664113,82.7295561084146,60.0245213972586,45.9809882891505,22.6968644311249,9.50388045568324,0.446442738510452,0.0173079074284549,0.721635724245627,2.64117749992888,10.6664156418654,12.0111785267439,22.9437861830718,21.5819869443429,9.16645702793124,14.1379747789085,8.87731650674985
7000,79.7081655649341,85.2159696147382,57.9596221319179,49.0032607719714,26.1419615078179,12.5297012231998,0.206996948107969,0.0103757754474838,0.653274110629479,1.44748230158034,8.11538838495815,12.5026477743009,21.2778311208595,21.0444572279235,16.0029561293001,11.5832379571867,9.5484761799608
7100,85.2249824563665,82.9370774476845,64.5140366548321,51.1973575962705,28.1885785062731,14.2751238064561,0.281115430303272,0.0379150795214781,1e+09,1.91486636493324,4.95839677281573,11.6283209093935,20.2229136854316,17.4073598898538,17.2828007952581,10.5709550022521,7.12608577873456
7200,87.3110195341604,91.7796102956814,74.8725100925569,54.0710506116413,29.4929284423392,13.1855322368879,0.234339425887246,0.173093607491934,0.568878361467102,1.74997596135865,3.62524224126173,11.4428849358888,17.4276369638298,16.8885691232251,17.3693526471543,9.06784580911237,9.67455850646622
7300,92.0662696564802,93.362727533923,69.5695182113,51.3618045081412,31.3717517429833,0.360252573541977,0.0657446433076959,0.493769595454701,0.142735423936088,0.648591410185912,7.45746840912702,3.4333003229526,16.5694146637878,18.2655741556121,14.9908530012862,8.02122700736806,9.64586434130162
7400,97.9467890129205,95.6018709968872,72.6490349719011,57.4415225778392,32.6905467664628,0.513897272592256,0.0393953840332837,0.787764527420498,0.117412929897837,1.03417596600611,5.39933185414227,10.3512422295969,15.326313950779,15.7039282829397,12.4211317143599,9.54570205510969,9.02942931009817
7500,98.4272919783715,105.754053854976,73.773570525645,60.3463736519838,36.6359184047174,0.660764477650198,0.0981010912582052,0.708772567332908,0.0454724881235201,0.407915175875101,3.79081847064982,10.3148722157839,14.617005793453,14.4624694108729,12.9807236291604,11.9582017449028,5.97371487222423
7600,106.238090105576,109.022716619175,80.3189018580693,59.536884948701,36.7093541559851,21.0134446406909,0.25535327756231,0.0172202672004991,0.00141276148510148,0.543163674114425,4.36351848314854,8.93732522438601,10.5101220447951,15.9693669417755,12.8463534645935,8.86274886533107,4.09829997320041
7700,111.874221222302,104.241872378931,80.8061871929589,61.2037489046479,39.2375215632462,1.04460028865554,0.00148943928681359,0.562825344239421,0.101999781812662,0.289611626342199,4.30252252934693,7.88377788010129,11.618189199969,5.1792141488045,7.68263767881326,7.13675934782282,6.22647130859457
7800,109.694480562639,111.861799932159,85.238452185576,61.8325946479235,0.63152066343467,1.30210862489609,0.000794249894356019,1.34950038878239,0.0691420721393254,0.15223869055959,1.8068453218322,2.93562987356423,11.8308792897334,11.9280591636149,13.5560918985699,7.85941966246098,6.89772906626673
7900,110.114863971995,119.924766241767,92.6826926396606,73.813231247178,0.766122581022427,1.39463419595079,1.15324672417681,0.381174802616896,0.909293494384924,0.00375223859493421,3.21975787136267,8.31884761595071,11.8635191645197,12.9518488682423,10.1605431770124,8.20596009954594,6.32812771050539
